bathroom,cancellation,distance,entertainment,kitchen,length,location,name,price_monthly,price_nightly,price_weekly,rv_details,sleeps,temperature_control,vehicle_type,year
"Shower,Toilet,Bathroom Sink",Standard,"100.0 miles from Sacramento, CA","AM/FM Radio,iPod Docking Station","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",29.0ft,"Morgan Hill, CA",2018 Jayco Jay flight 242BHSW,"$3,290",$175,$900,"Year - 2018,Manufacturer - Jayco,Make - Jay Flight SLX 8,Model - 242BHS,Class - Travel Trailer,Sleeps - 8,Number of Bunk Beds - 2,Slides - 1,Length - 29.0 ft,Height - 11.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2018
"Shower,Bathroom Sink,Toilet",Flexible,"95.9 miles from Sacramento, CA","CD Player,TV,AM/FM Radio","Microwave,Range (Stove),Refrigerator,Kitchen Sink",24.0ft,"Los Gatos, CA",2012 Majestic,,$200,,"Year - 2012,Manufacturer - Thor Motor Coach,Make - Four Winds,Model - 23A,Class - Class C Motor Home,Sleeps - 5,Total Number of Beds - 3,Fresh water tank - 40.0 gal,Length - 24.0 ft,Height - 12.0 ft",5,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2012
"Shower,Toilet,Bathroom Sink",Standard,"14.4 miles from Sacramento, CA","CD Player,TV,DVD Player,AM/FM Radio","Refrigerator,Microwave,Range (Stove),Kitchen Sink",29.0ft,"Fair Oaks, CA",Amazing Family bunkhouse trailer,,$115,$675,"Year - 2019,Manufacturer - Gulf Stream RV,Make - Ameri-Lite Ultra Lite,Model - 268BH,Class - Travel Trailer,Sleeps - 9,Total Number of Beds - 5,Number of Bunk Beds - 2,Slides - 1,Fresh water tank - 30.0 gal,Length - 29.0 ft,Height - 11.0 ft",9,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2019
,Strict,"99.2 miles from Sacramento, CA",,,27.0ft,"Morgan Hill, CA",Winter Specials Available Now!,,$120,$700,"Year - 2019,Manufacturer - Coachmen RV,Make - Catalina SBX,Model - 241RLS,Class - Travel Trailer,Sleeps - 5,Total Number of Beds - 3,Slides - 1,Length - 27.0 ft",5,,Travel Trailer,2019
,Strict,"99.2 miles from Sacramento, CA",,,20.0ft,"Morgan Hill, CA",Winter Specials Available Now!,,$100,,"Year - 2019,Manufacturer - Winnebago Industries Towables,Make - Micro Minnie,Model - 1700BH,Class - Travel Trailer,Sleeps - 6,Number of Bunk Beds - 2,Fresh water tank - 31.0 gal,Length - 20.0 ft,Height - 10.0 ft",6,,Travel Trailer,2019
"Shower,Toilet,Bathroom Sink",Standard,"50.8 miles from Sacramento, CA","TV,AM/FM Radio,CD Player,iPod Docking Station","Refrigerator,Kitchen Sink,Microwave,Range (Stove)",24ft,"Grizzly Flats, CA",2006 R-Vision Trail-light,"$2,040",$80,$504,"Year - 2006,Manufacturer - R-Vision,Make - Trail-light,Class - Travel Trailer,Sleeps - 4,Length - 24.0 ft",4,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2006
"Shower,Toilet",Standard,"68.1 miles from Sacramento, CA",AM/FM Radio,"Refrigerator,Kitchen Sink,Microwave,Range (Stove)",26ft,"Modesto, CA",2015 forrest river mighty-lite,"$3,111",$122,$769,"Year - 2015,Manufacturer - forrest river,Make - mighty-lite,Class - Travel Trailer,Sleeps - 6,Length - 26.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2015
"Shower,Toilet,Bathroom Sink",Standard,"97.0 miles from Sacramento, CA","CD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave",24.0ft,"Floriston, CA",Ready for Adventure !,,$190,,"Year - 2013,Manufacturer - Thor Motor Coach,Make - Four Winds,Model - 24C,Class - Class C Motor Home,Sleeps - 5,Total Number of Beds - 3,Fresh water tank - 40.0 gal,Length - 24.0 ft,Height - 10.0 ft",5,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2013
"Shower,Toilet,Bathroom Sink",Standard,"91.4 miles from Sacramento, CA","CD Player,TV,DVD Player,AM/FM Radio","Refrigerator,Microwave,Range (Stove),Kitchen Sink",24.0ft,"San Jose, CA",BIG BIRD,"$2,500",$120,$650,"Year - 2016,Manufacturer - Jayco,Make - Jay Feather 7,Model - 20XTG,Class - Pop-up Camper,Sleeps - 6,Total Number of Beds - 5,Length - 24.0 ft,Height - 10.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Pop-up Camper,2016
"Toilet,Shower,Bathroom Sink",Standard,"94.8 miles from Sacramento, CA","CD Player,TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave,Slide Out",28ft,"San Jose, CA",The Cruztastic Cruiser,"$4,000",$160,"$1,000","Year - 2018,Manufacturer - Cruiser rv,Make - Shadow Cruiser 280 qbs,Class - Travel Trailer,Sleeps - 8,Length - 28.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2018
"Shower,Toilet,Bathroom Sink",Standard,"87.0 miles from Sacramento, CA","DVD Player,CD Player,TV,AM/FM Radio","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",28.0ft,"Magalia, CA",2018 Jayco Whitehawk,"$2,907",$114,$718,"Year - 2018,Manufacturer - Jayco,Make - White Hawk,Model - 23MRB,Class - Travel Trailer,Sleeps - 3,Total Number of Beds - 2,Slides - 1,Length - 28.0 ft,Height - 10.0 ft",3,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2018
"Bathroom Sink,Toilet,Shower",Standard,"77.7 miles from Sacramento, CA","DVD Player,AM/FM Radio,CD Player,iPod Docking Station,TV","Slide Out,Range (Stove),Microwave,Kitchen Sink,Refrigerator",39ft,"Newark, CA",2016 Forest river Edge 39ed,"$3,545",$139,$876,"Year - 2016,Manufacturer - Forest river,Make - Edge 39ed,Class - Fifth Wheel,Sleeps - 8,Fresh water tank - 100.0 gal,Length - 39.0 ft",8,"Hot & Cold Water Supply,Roof Air Conditioning",Fifth Wheel,2016
"Shower,Toilet,Bathroom Sink",Strict,"3.5 miles from Sacramento, CA","AM/FM Radio,CD Player,TV,DVD Player","Refrigerator,Microwave,Range (Stove),Kitchen Sink,Slide Out",25.0ft,"Sacramento, CA",LUXURY TRAVEL TRAILER MILAN 25',"$1,200",$110,$700,"Year - 2012,Manufacturer - Eclipse,Make - Milan,Model - M-25BH,Class - Travel Trailer,Sleeps - 5,Total Number of Beds - 3,Slides - 1,Fresh water tank - 40.0 gal,Length - 25.0 ft,Height - 11.0 ft",5,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2012
,Strict,"99.2 miles from Sacramento, CA",,,27.0ft,"Morgan Hill, CA",Winter Specials Available Now!,,$125,$700,"Year - 2020,Manufacturer - Winnebago,Make - Minnie Winnie,Model - 2500RL,Class - Travel Trailer,Sleeps - 4,Length - 27.0 ft",4,,Travel Trailer,2020
"Bathroom Sink,Shower,Toilet",Strict,"99.2 miles from Sacramento, CA","TV,CD Player,AM/FM Radio","Microwave,Slide Out,Range (Stove),Refrigerator,Kitchen Sink",27.0ft,"Morgan Hill, CA",Winter Specials Available Now!,,$120,,"Year - 2020,Manufacturer - Winnebago Industries Towables,Make - Minnie,Model - 2500 RL,Class - Travel Trailer,Sleeps - 8,Slides - 1,Fresh water tank - 37.0 gal,Length - 27.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2020
"Shower,Bathroom Sink,Toilet",Standard,"70.7 miles from Sacramento, CA","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",30ft,"Modesto, CA",2008 Rockwood 8296ss,"$2,270",$89,$561,"Year - 2008,Manufacturer - Rockwood,Make - 8296ss,Class - Travel Trailer,Sleeps - 5,Length - 30.0 ft",5,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2008
"Shower,Toilet,Bathroom Sink",Standard,"95.2 miles from Sacramento, CA","CD Player,TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave",31ft,"Coyote, CA",31′ Jayco Octane Toy Hauler 31B,,$260,"$1,720","Year - 2015,Class - Toy Hauler,Sleeps - 10,Fresh water tank - 102.0 gal,Length - 31.0 ft",10,"Roof Air Conditioning,Hot & Cold Water Supply",Toy Hauler,2015
"Shower,Bathroom Sink,Toilet",Standard,"81.0 miles from Sacramento, CA","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove)",25ft,"Turlock, CA",2016 Wildwood by Forest River X-lite,"$2,907",$114,$718,"Year - 2016,Manufacturer - Wildwood by Forest River,Make - X-lite,Class - Travel Trailer,Sleeps - 7,Length - 25.0 ft",7,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2016
,Standard,"72.7 miles from Sacramento, CA","CD Player,AM/FM Radio","Refrigerator,Range (Stove),Kitchen Sink",17ft,"Hayward, CA",The Mavericks Ford E-150 Class B Camperv...,"$4,061",$150,"$1,050","Year - 2012,Manufacturer - Maverick,Make - Campervan,Model - (San Francisco),Class - Class B Camping Van,Sleeps - 4,Fresh water tank - 5.0 gal,Length - 17.0 ft",4,In Dash Air Conditioning,Class B Camping Van,2012
,Strict,"99.2 miles from Sacramento, CA",,,25ft,"Morgan Hill, CA",ACE,"$6,350",$249,"$1,569","Year - 2020,Manufacturer - Coachmen,Make - Prism 2200FS,Class - Class A Motor Home,Sleeps - 5,Length - 25.0 ft",5,,Class A Motor Home,2020
,Strict,"99.2 miles from Sacramento, CA",,,26ft,"Morgan Hill, CA",2020 Thor Motor Coach Four Winds 24F (C7...,,$165,,"Year - 2020,Manufacturer - Thor Motor Coach,Make - Four Winds 24F (C7091),Class - Class C Motor Home,Sleeps - 5,Length - 26.0 ft",5,,Class C Motor Home,2020
,Strict,"99.2 miles from Sacramento, CA",,,29ft,"Morgan Hill, CA",Winter specials available now!!,,$225,"$1,330","Year - 2020,Class - Class A Motor Home,Sleeps - 6,Length - 29.0 ft",6,,Class A Motor Home,2020
"Shower,Toilet,Bathroom Sink",Standard,"63.1 miles from Sacramento, CA","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Range (Stove),Microwave,Slide Out",32.0ft,"San Ramon, CA",2018 Keystone Cougar Half Ton,"$2,780",$129,$687,"Year - 2018,Manufacturer - Keystone RV,Make - Cougar Half-Ton Series,Model - 32RLI,Class - Travel Trailer,Sleeps - 5,Total Number of Beds - 2,Slides - 3,Fresh water tank - 65.0 gal,Length - 32.0 ft,Height - 11.0 ft",5,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2018
"Shower,Toilet,Bathroom Sink",Strict,"40.0 miles from Sacramento, CA","TV,DVD Player,AM/FM Radio,CD Player,iPod Docking Station","Refrigerator,Kitchen Sink,Microwave,Range (Stove)",22.0ft,"Marysville, CA",2015 Pacific Coachworks Sandsport 18SLE,"$3,315",$130,$819,"Year - 2015,Manufacturer - Pacific Coachworks,Make - Sandsport,Model - 18SLE,Class - Toy Hauler,Sleeps - 6,Total Number of Beds - 2,Fresh water tank - 38.0 gal,Length - 22.0 ft,Height - 12.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Toy Hauler,2015
"Shower,Toilet,Bathroom Sink",Standard,"76.4 miles from Sacramento, CA","AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",28ft,"Fremont, CA",2017 Jayco Jay flight,"$2,907",$114,$718,"Year - 2017,Manufacturer - Jayco,Make - Jay flight,Class - Travel Trailer,Sleeps - 6,Length - 28.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2017
"Shower,Toilet,Bathroom Sink",Standard,"95.2 miles from Sacramento, CA",TV,"Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",35.0ft,"San Jose, CA",30′ Jayco Octane Toy Hauler 30F,"$5,580",$280,"$1,860","Year - 2016,Manufacturer - Jayco,Make - Octane,Model - T30F,Class - Toy Hauler,Sleeps - 8,Slides - 1,Length - 35.0 ft,Height - 12.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Toy Hauler,2016
"Shower,Toilet,Bathroom Sink",Standard,"68.5 miles from Sacramento, CA","TV,AM/FM Radio,DVD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",27ft,"Modesto, CA",2012 Forest River UltraLite,"$2,805",$110,$693,"Year - 2012,Manufacturer - Forest River,Make - UltraLite,Class - Travel Trailer,Sleeps - 7,Length - 27.0 ft",7,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2012
,Strict,"99.2 miles from Sacramento, CA",,,22ft,"Morgan Hill, CA",Winter Specials Available Now!,,$120,$805,"Year - 2019,Manufacturer - Coachmen,Make - Catalina Legacy 293QBCK (T3378),Class - Travel Trailer,Sleeps - 8,Length - 22.0 ft",8,,Travel Trailer,2019
,Strict,"99.2 miles from Sacramento, CA",,,21.0ft,"Morgan Hill, CA",Winter Specials Available Now!,,$90,$595,"Year - 2019,Manufacturer - Winnebago Industries Towables,Make - Micro Minnie,Model - 2106FBS,Class - Travel Trailer,Sleeps - 4,Slides - 1,Fresh water tank - 31.0 gal,Length - 21.0 ft,Height - 10.0 ft",4,,Travel Trailer,2019
,Strict,"99.2 miles from Sacramento, CA",,,24.0ft,"Morgan Hill, CA",Winter Specials Available Now!,,$90,$595,"Year - 2019,Manufacturer - Winnebago,Make - Minnie Winnie,Model - 22M,Class - Class C Motor Home,Sleeps - 5,Number of Bunk Beds - 1,Slides - 1,Length - 24.0 ft,Height - 11.0 ft",5,,Class C Motor Home,2019
,Strict,"99.2 miles from Sacramento, CA",,,30ft,"Morgan Hill, CA",Winter Specials Available Now!,"$3,060",$120,$805,"Year - 2019,Manufacturer - Coachmen,Make - Catalina SBX 241RLS (T3717),Class - Travel Trailer,Sleeps - 5,Length - 30.0 ft",5,,Travel Trailer,2019
,Strict,"99.2 miles from Sacramento, CA",,,32.0ft,"Morgan Hill, CA",Winter Specials Available Now!,,$140,,"Year - 2019,Manufacturer - Winnebago,Make - Minnie Winnie,Model - 27BHSS,Class - Travel Trailer,Sleeps - 7,Total Number of Beds - 5,Number of Bunk Beds - 2,Slides - 1,Length - 32.0 ft",7,,Travel Trailer,2019
,Strict,"99.2 miles from Sacramento, CA",,,25ft,"Morgan Hill, CA",Winter Specials Available Now!,,$165,"$1,120","Year - 2019,Manufacturer - Coachmen,Make - Prism 2200FS,Class - Class B Camping Van,Sleeps - 5,Length - 25.0 ft",5,,Class B Camping Van,2019
Bathroom Sink,Standard,"53.9 miles from Sacramento, CA",,,20ft,"Martinez, CA",2012 Airstream 529,"$2,397",$94,$592,"Year - 2012,Manufacturer - Airstream,Make - 529,Class - Travel Trailer,Sleeps - 3,Length - 20.0 ft",3,,Travel Trailer,2012
"Toilet,Bathroom Sink,Shower",Standard,"77.2 miles from Sacramento, CA","DVD Player,AM/FM Radio,CD Player,iPod Docking Station,TV","Slide Out,Range (Stove),Microwave,Refrigerator,Kitchen Sink",31ft,"San Francisco, CA",2018 Winnebago Spirit,"$5,355",$210,"$1,323","Year - 2018,Manufacturer - Winnebago,Make - Spirit,Class - Travel Trailer,Sleeps - 8,Length - 31.0 ft",8,"In Dash Air Conditioning,Hot & Cold Water Supply,Roof Air Conditioning",Travel Trailer,2018
"Bathroom Sink,Toilet,Shower",Standard,"71.4 miles from Sacramento, CA","DVD Player,AM/FM Radio,CD Player,TV","Slide Out,Range (Stove),Microwave,Kitchen Sink,Refrigerator",32ft,"San Leandro, CA",2015 Crossroads Sunset trail rserve 32rl,"$2,780",$109,$687,"Year - 2015,Manufacturer - Crossroads,Make - Sunset trail rserve 32rl,Class - Travel Trailer,Sleeps - 5,Length - 32.0 ft",5,"Hot & Cold Water Supply,Roof Air Conditioning",Travel Trailer,2015
"Shower,Bathroom Sink,Toilet",Standard,"71.1 miles from Sacramento, CA","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Microwave,Kitchen Sink,Range (Stove),Slide Out",42ft,"Modesto, CA",2019 Keystone Cyclone,"$6,375",$250,"$1,575","Year - 2019,Manufacturer - Keystone,Make - Cyclone,Class - Toy Hauler,Sleeps - 8,Length - 42.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Toy Hauler,2019
"Shower,Toilet,Bathroom Sink",Standard,"78.0 miles from Sacramento, CA","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",38ft,"San Francisco, CA",2005 Fleetwood Expedition,"$5,100",$200,"$1,260","Year - 2005,Manufacturer - Fleetwood,Make - Expedition,Class - Class A Motor Home,Sleeps - 6,Fresh water tank - 80.0 gal,Length - 38.0 ft",6,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2005
"Shower,Bathroom Sink,Toilet",Strict,"80.6 miles from Sacramento, CA","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",25.0ft,"Daly City, CA",2011 Winnebago Itasca Reyo,"$6,500",$260,"$1,317","Year - 2011,Manufacturer - Winnebago,Make - Via,Model - 25Q,Class - Class A Motor Home,Sleeps - 4,Slides - 2,Length - 25.0 ft,Height - 10.0 ft",4,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2011
"Shower,Toilet,Bathroom Sink",Standard,"46.2 miles from Sacramento, CA","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",32.0ft,"Pittsburg, CA",2019 Coleman Lantern 285bh,"$3,035",$125,$750,"Year - 2019,Manufacturer - Dutchmen RV,Make - Coleman Lantern Series,Model - 285BH,Class - Travel Trailer,Sleeps - 9,Total Number of Beds - 3,Slides - 1,Length - 32.0 ft,Height - 11.0 ft",9,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2019
,Strict,"99.2 miles from Sacramento, CA",,,24ft,"Morgan Hill, CA",2020 Thor Motor Coach Four Winds 22E (C5...,,$140,$875,"Year - 2020,Manufacturer - Thor Motor Coach,Make - Four Winds 22E (C5435),Class - Class C Motor Home,Sleeps - 5,Length - 24.0 ft",5,,Class C Motor Home,2020
"Shower,Toilet,Bathroom Sink",Flexible,"16.9 miles from Sacramento, CA","TV,DVD Player,AM/FM Radio,CD Player,iPod Docking Station","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",37.0ft,"Woodland, CA",2018 Forest River Georgetown,"$6,216",$259,"$1,554","Year - 2018,Manufacturer - Forest River RV,Make - Georgetown 5 Series,Model - 36B5,Class - Class A Motor Home,Sleeps - 8,Number of Bunk Beds - 2,Slides - 3,Length - 37.0 ft,Height - 12.0 ft",8,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2018
"Shower,Bathroom Sink,Toilet",Standard,"11.8 miles from Sacramento, CA","CD Player,TV,AM/FM Radio,DVD Player","Microwave,Range (Stove),Slide Out,Refrigerator,Kitchen Sink",27.0ft,"Fair Oaks, CA",Keystone Springdale Sleeps 8 Great Fami...,"$2,850",$125,$720,"Year - 2017,Manufacturer - Keystone RV,Make - Springdale,Model - 240BHWE,Class - Travel Trailer,Sleeps - 8,Total Number of Beds - 4,Number of Bunk Beds - 2,Slides - 1,Fresh water tank - 60.0 gal,Length - 27.0 ft,Height - 11.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2017
"Shower,Toilet,Bathroom Sink",Flexible,"8.9 miles from Sacramento, CA","AM/FM Radio,TV,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",22.0ft,"North Highlands, CA",2017 Shadow Cruiser - Extended Season C...,,$105,$500,"Year - 2017,Manufacturer - Cruiser,Make - Shadow Cruiser,Model - S-195WBS,Class - Travel Trailer,Sleeps - 3,Total Number of Beds - 1,Slides - 1,Fresh water tank - 44.0 gal,Length - 22.0 ft,Height - 10.0 ft",3,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2017
"Bathroom Sink,Shower,Toilet",Standard,"9.1 miles from Sacramento, CA","CD Player,DVD Player,TV,AM/FM Radio","Microwave,Range (Stove),Refrigerator,Kitchen Sink",23.0ft,"North Highlands, CA",Excellent 1/2 ton towable toyhauler to l...,"$2,000",$89,$525,"Year - 2006,Manufacturer - Forest River-California,Make - Sandpiper Sport T23FBSP,Model - T23FBSP,Class - Toy Hauler,Sleeps - 4,Total Number of Beds - 3,Fresh water tank - 106.0 gal,Length - 23.0 ft,Height - 11.0 ft",4,"Roof Air Conditioning,Hot & Cold Water Supply",Toy Hauler,2006
"Shower,Toilet,Bathroom Sink",Standard,"15.3 miles from Sacramento, CA","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",34.0ft,"Roseville, CA",2019 Jayco Jay Feather Series M-29 QB,"$4,463",$150,"$1,103","Year - 2019,Manufacturer - Jayco,Make - Jay Feather,Model - 29QB,Class - Travel Trailer,Sleeps - 10,Total Number of Beds - 3,Slides - 1,Length - 34.0 ft,Height - 10.0 ft",10,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2019
"Shower,Toilet,Bathroom Sink",Standard,"13.3 miles from Sacramento, CA","TV,DVD Player,AM/FM Radio","Refrigerator,Kitchen Sink,Microwave,Range (Stove)",23.0ft,"Fair Oaks, CA",2018 Thor Motor Coach Chateau 22E,"$5,000",$220,"$1,400","Year - 2018,Manufacturer - Thor Motor Coach,Make - Chateau,Model - 22E,Class - Class C Motor Home,Sleeps - 5,Number of Bunk Beds - 1,Length - 23.0 ft,Height - 130.0 ft",5,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2018
"Shower,Bathroom Sink,Toilet",Standard,"6.2 miles from Sacramento, CA","CD Player,TV,DVD Player,AM/FM Radio","Microwave,Range (Stove),Refrigerator,Kitchen Sink",24.0ft,"Sacramento, CA",Great 1/2 ton towable travel trailer for...,"$2,299",$89,$599,"Year - 2008,Manufacturer - Cruiser,Make - Fun Finder X,Model - X-210,Class - Travel Trailer,Sleeps - 6,Total Number of Beds - 4,Number of Bunk Beds - 2,Fresh water tank - 46.0 gal,Length - 24.0 ft,Height - 10.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2008
"Shower,Toilet,Bathroom Sink",Standard,"17.0 miles from Sacramento, CA","CD Player,TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave,Slide Out",32.0ft,"Roseville, CA",Comfort Cruiser,,$175,,"Year - 2014,Manufacturer - Coachmen RV,Make - Freelander,Model - 32BH Chevy 4500,Class - Class C Motor Home,Sleeps - 8,Total Number of Beds - 8,Number of Bunk Beds - 2,Slides - 2,Fresh water tank - 50.0 gal,Length - 32.0 ft,Height - 10.0 ft",8,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2014
"Shower,Bathroom Sink,Toilet",Standard,"11.6 miles from Sacramento, CA","CD Player,TV,DVD Player,AM/FM Radio","Microwave,Range (Stove),Slide Out,Refrigerator,Kitchen Sink",32.0ft,"Fair Oaks, CA",Fiero's Family RV,"$6,095",$239,"$1,506","Year - 2019,Manufacturer - Thor Motor Coach,Make - Four Winds,Model - 30D,Class - Class C Motor Home,Sleeps - 10,Total Number of Beds - 5,Number of Bunk Beds - 2,Slides - 2,Fresh water tank - 40.0 gal,Length - 32.0 ft,Height - 132.0 ft",10,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2019
"Shower,Bathroom Sink,Toilet",Standard,"19.6 miles from Sacramento, CA","CD Player,TV,DVD Player,AM/FM Radio","Microwave,Range (Stove),Slide Out,Refrigerator,Kitchen Sink",34.0ft,"Rocklin, CA",Dream Maker Vacation Rental,"$3,188",$125,$788,"Year - 2018,Manufacturer - Grand Design,Make - Reflection,Model - 297RSTS,Class - Travel Trailer,Sleeps - 5,Total Number of Beds - 1,Slides - 2,Fresh water tank - 60.0 gal,Length - 34.0 ft,Height - 138.0 ft",5,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2018
"Shower,Toilet,Bathroom Sink",Standard,"5.3 miles from Sacramento, CA","CD Player,TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave,Slide Out",33.0ft,"West Sacramento, CA",2019 Forest River FR3 32DS,,$245,,"Year - 2019,Manufacturer - Forest River RV,Make - FR3,Model - 32DS,Class - Class A Motor Home,Sleeps - 10,Total Number of Beds - 2,Slides - 2,Fresh water tank - 50.0 gal,Length - 33.0 ft,Height - 12.0 ft",10,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2019
"Shower,Bathroom Sink,Toilet",Standard,"9.1 miles from Sacramento, CA","CD Player,TV,DVD Player,AM/FM Radio","Microwave,Range (Stove),Refrigerator,Kitchen Sink",30.0ft,"North Highlands, CA",Excellent like new Toy hauler for any ad...,"$2,500",$125,$700,"Year - 2012,Manufacturer - Forest River RV,Make - Stealth Limited Edition,Model - FS2612,Class - Toy Hauler,Sleeps - 6,Total Number of Beds - 4,Number of Bunk Beds - 2,Fresh water tank - 106.0 gal,Length - 30.0 ft,Height - 11.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Toy Hauler,2012
"Shower,Bathroom Sink,Toilet",Flexible,"6.6 miles from Sacramento, CA","TV,AM/FM Radio","Microwave,Range (Stove),Slide Out,Refrigerator,Kitchen Sink",28.0ft,"Sacramento, CA",28ft Jayco Jay Flight G2 with Slideout,"$1,800",$79,$500,"Year - 2008,Manufacturer - Jayco,Make - Jay Flight G2,Model - 25RKS,Class - Travel Trailer,Sleeps - 6,Slides - 1,Fresh water tank - 46.0 gal,Length - 28.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2008
"Shower,Toilet,Bathroom Sink",Standard,"16.3 miles from Sacramento, CA","DVD Player,AM/FM Radio,CD Player,TV","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",24.0ft,"Orangevale, CA",2020 Heartland Wilderness 2475BH,"$3,060",$120,$756,"Year - 2020,Manufacturer - Heartland,Make - Wilderness,Model - 2475BH,Class - Travel Trailer,Sleeps - 8,Total Number of Beds - 4,Slides - 1,Fresh water tank - 40.0 gal,Length - 24.0 ft,Height - 11.0 ft",8,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2020
"Shower,Bathroom Sink,Toilet",Standard,"6.1 miles from Sacramento, CA","CD Player,TV,DVD Player,AM/FM Radio","Microwave,Range (Stove),Slide Out,Refrigerator,Kitchen Sink",34.0ft,"Sacramento, CA",2019 Keystone RV Cougar Half-Ton Series ...,"$2,800",$125,$800,"Year - 2019,Manufacturer - Keystone RV,Make - Cougar Half-Ton Series,Model - 29BHSWE,Class - Travel Trailer,Sleeps - 10,Total Number of Beds - 5,Number of Bunk Beds - 2,Slides - 1,Fresh water tank - 60.0 gal,Length - 34.0 ft,Height - 11.5 ft",10,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2019
