bathroom,cancellation,distance,entertainment,kitchen,length,location,name,price_monthly,price_nightly,price_weekly,rv_details,sleeps,temperature_control,vehicle_type,year
"Shower,Toilet,Bathroom Sink",Standard,"11.3 miles from Sacramento, CA","DVD Player,AM/FM Radio,CD Player,iPod Docking Station","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",31.0ft,"Antelope, CA",2018 KZ Sportsmen 271BHLE,"$1,800",$115,$650,"Year - 2018,Manufacturer - KZ,Make - Sportsmen LE,Model - 271BHLE,Class - Travel Trailer,Sleeps - 8,Number of Bunk Beds - 2,Slides - 1,Length - 31.0 ft,Height - 10.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2018
"Shower,Bathroom Sink,Toilet",Standard,"92.6 miles from Sacramento, CA","iPod Docking Station,AM/FM Radio","Microwave,Range (Stove),Slide Out,Refrigerator,Kitchen Sink",26.0ft,"San Jose, CA",Sunseeker Fun !!,"$6,350",$249,"$1,569","Year - 2003,Manufacturer - Forest River RV,Make - Sunseeker,Model - 2600SFord,Class - Class C Motor Home,Sleeps - 5,Slides - 1,Length - 26.0 ft",5,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2003
"Shower,Bathroom Sink,Toilet",Flexible,"60.0 miles from Sacramento, CA","CD Player,TV,DVD Player,AM/FM Radio","Microwave,Range (Stove),Slide Out,Refrigerator,Kitchen Sink",35.0ft,"Tracy, CA",VIP Style RV Rental,"$2,900",$175,"$1,000","Year - 2003,Manufacturer - Fleetwood RV,Make - Discovery,Model - 35M,Class - Class A Motor Home,Sleeps - 4,Total Number of Beds - 3,Slides - 2,Fresh water tank - 86.0 gal,Length - 35.0 ft,Height - 12.0 ft",4,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2003
"Shower,Toilet,Bathroom Sink",Standard,"85.3 miles from Sacramento, CA","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove)",22ft,"San Jose, CA",2017 Jayco Jayfeather,"$2,907",$114,$718,"Year - 2017,Manufacturer - Jayco,Make - Jayfeather,Class - Travel Trailer,Sleeps - 6,Fresh water tank - 30.0 gal,Length - 22.0 ft",6,Roof Air Conditioning,Travel Trailer,2017
"Shower,Toilet,Bathroom Sink",Standard,"95.2 miles from Sacramento, CA","TV,CD Player","Kitchen Sink,Refrigerator,Range (Stove),Slide Out,Microwave",28ft,"Coyote, CA",28′ Eclipse Attitude Toy Hauler,,$280,"$1,860","Year - 2015,Class - Toy Hauler,Sleeps - 8,Fresh water tank - 150.0 gal,Length - 28.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Toy Hauler,2015
,Strict,"97.6 miles from Sacramento, CA",,,32ft,"Morgan Hill, CA",Winter specials available now!!,,$195,"$1,330","Year - 2018,Class - Class A Motor Home,Sleeps - 6,Length - 32.0 ft",6,,Class A Motor Home,2018
"Shower,Toilet,Bathroom Sink",Standard,"88.5 miles from Sacramento, CA","TV,DVD Player,AM/FM Radio,CD Player","Range (Stove),Refrigerator,Kitchen Sink,Microwave,Slide Out",25.0ft,"San Jose, CA",The Ultimate Vacation Machine,"$7,300",$270,"$1,850","Year - 2017,Manufacturer - Winnebago,Make - Navion,Model - 24G,Class - Class C Motor Home,Sleeps - 4,Number of Bunk Beds - 1,Slides - 2,Fresh water tank - 31.0 gal,Length - 25.0 ft,Height - 11.0 ft",4,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2017
"Bathroom Sink,Toilet,Shower",Standard,"87.6 miles from Sacramento, CA","TV,CD Player,AM/FM Radio","Range (Stove),Microwave,Kitchen Sink,Refrigerator,Slide Out",28.0ft,"San Jose, CA",Brasil’s Family RV ,"$6,222",$244,"$1,537","Year - 2019,Manufacturer - Jayco,Make - Redhawk,Model - 26XD,Class - Class C Motor Home,Sleeps - 6,Number of Bunk Beds - 1,Slides - 2,Length - 28.0 ft,Height - 11.0 ft",6,"Hot & Cold Water Supply,Roof Air Conditioning,In Dash Air Conditioning",Class C Motor Home,2019
,Standard,"4.5 miles from Anchorage, AK",,,31ft,"Anchorage, AK",2014 Winnebago Chalet,"$7,395",$290,"$1,827","Year - 2014,Manufacturer - Winnebago,Make - Chalet,Class - Class C Motor Home,Sleeps - 8,Length - 31.0 ft",8,,Class C Motor Home,2014
"Shower,Toilet,Bathroom Sink",Standard,"20.1 miles from Anchorage, AK","TV,AM/FM Radio","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",32.0ft,"Anchorage, AK",Affordable Alaskan Luxery,"$6,350",$249,"$1,743","Year - 2020,Manufacturer - Gulf Stream RV,Make - Conquest Traditional C,Model - 63111,Class - Class C Motor Home,Sleeps - 8,Number of Bunk Beds - 2,Length - 32.0 ft",8,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2020
"Shower,Toilet,Bathroom Sink",Strict,"3.6 miles from Anchorage, AK","CD Player,TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave",25.0ft,"Anchorage, AK",2007-25' Four Winds Majestic 23A 2507,,$140,$840,"Year - 2007,Manufacturer - Four Winds RV,Make - Four Winds,Model - Majestic,Class - Class C Motor Home,Sleeps - 6,Total Number of Beds - 3,Length - 25.0 ft",6,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2007
"Shower,Toilet,Bathroom Sink",Flexible,"21.9 miles from Anchorage, AK","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove)",24.0ft,"Wasilla, AK",2007 Winnebago Chalet,"$4,056",$169,"$1,065","Year - 2007,Manufacturer - Winnebago,Make - Chalet,Model - 31C,Class - Class C Motor Home,Sleeps - 4,Length - 24.0 ft,Height - 12.0 ft",4,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2007
"Toilet,Shower,Bathroom Sink",Standard,"6.8 miles from Anchorage, AK","CD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave",30ft,"Anchorage, AK",Everything You will Need for an Amazing ...,,$250,"$1,750","Year - 2006,Manufacturer - Ultra-Lite,Make - FORD E-450,Class - Class C Motor Home,Sleeps - 5,Length - 30.0 ft",5,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2006
"Shower,Toilet,Bathroom Sink",Standard,"6.1 miles from Anchorage, AK",AM/FM Radio,"Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",31.0ft,"Anchorage, AK",2005 Fleetwood Tioga,"$4,000",$175,"$1,150","Year - 2005,Manufacturer - Fleetwood RV,Make - Tioga,Model - 31M,Class - Class C Motor Home,Sleeps - 8,Total Number of Beds - 2,Slides - 2,Length - 31.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply,In Dash Air Conditioning",Class C Motor Home,2005
"Shower,Bathroom Sink,Toilet",Standard,"14.7 miles from Anchorage, AK","CD Player,iPod Docking Station,TV,DVD Player,AM/FM Radio","Microwave,Range (Stove),Slide Out,Refrigerator,Kitchen Sink",31ft,"Eagle River, AK",Kenai Kruser,"$5,000",$225,"$1,450","Year - 2014,Manufacturer - Winnebago,Make - Chalet 31CR,Class - Class C Motor Home,Sleeps - 7,Fresh water tank - 34.0 gal,Length - 31.0 ft",7,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2014
"Shower,Toilet,Bathroom Sink",Standard,"31.5 miles from Anchorage, AK","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",30.0ft,"Palmer, AK",Alaskan Adventurer! 2015 Sunseeker Slee...,"$5,500",$199,"$1,395","Year - 2015,Manufacturer - Forest River RV,Make - Sunseeker,Model - 2860DS Ford,Class - Class C Motor Home,Sleeps - 8,Total Number of Beds - 4,Slides - 2,Length - 30.0 ft,Height - 135.0 ft",8,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2015
"Shower,Toilet,Bathroom Sink",Strict,"3.6 miles from Anchorage, AK","CD Player,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave",26.0ft,"Anchorage, AK",2605 Fleetwood Tioga 26 ft,,$120,$700,"Year - 2005,Manufacturer - Fleetwood RV,Make - Tioga,Model - 25G,Class - Class C Motor Home,Sleeps - 6,Total Number of Beds - 3,Length - 26.0 ft",6,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2005
"Shower,Toilet,Bathroom Sink",Strict,"23.7 miles from Anchorage, AK","TV,DVD Player,AM/FM Radio,CD Player,iPod Docking Station","Refrigerator,Kitchen Sink,Microwave,Range (Stove)",24.0ft,"Anchorage, AK",Ultra Lite Delite!,"$3,570",$140,$882,"Year - 2013,Manufacturer - Jayco,Make - Jay Feather Ultra LT,Model - 19H,Class - Travel Trailer,Sleeps - 8,Length - 24.0 ft",8,Hot & Cold Water Supply,Travel Trailer,2013
"Shower,Bathroom Sink,Toilet",Standard,"2.1 miles from Anchorage, AK","CD Player,iPod Docking Station,DVD Player,AM/FM Radio,TV","Range (Stove),Microwave,Slide Out,Kitchen Sink,Refrigerator",32ft,"Anchorage, AK",Home away from Home,"$3,442",$190,$969,"Year - 2017,Class - Travel Trailer,Sleeps - 9,Fresh water tank - 40.0 gal,Length - 32.0 ft",9,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2017
"Shower,Toilet,Bathroom Sink",Standard,"6.2 miles from Anchorage, AK","TV,AM/FM Radio,DVD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",34.0ft,"Anchorage, AK",2019 Coachmen RV Apex Ultra-Lite 300BHS,"$3,200",$145,$900,"Year - 2019,Manufacturer - Coachmen RV,Make - Apex Ultra-Lite,Model - 300BHS,Class - Travel Trailer,Sleeps - 8,Number of Bunk Beds - 2,Slides - 2,Length - 34.0 ft,Height - 123.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2019
"Shower,Toilet,Bathroom Sink",Standard,"7.7 miles from Anchorage, AK","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",31.0ft,"Anchorage, AK",2015 winnabago Vista VE,"$6,860",$250,"$1,695","Year - 2015,Manufacturer - Winnebago,Make - Vista,Model - 31KE,Class - Class A Motor Home,Sleeps - 6,Slides - 1,Length - 31.0 ft,Height - 12.0 ft",6,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2015
"Shower,Toilet",Standard,"5.4 miles from Anchorage, AK",AM/FM Radio,"Refrigerator,Kitchen Sink,Range (Stove)",19ft,"Anchorage, AK",2019 Winnebago Revel,"$12,000",$500,"$3,150","Year - 2019,Manufacturer - Winnebago,Make - Revel,Class - Class B Camping Van,Sleeps - 2,Length - 19.0 ft",2,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class B Camping Van,2019
"Shower,Toilet,Bathroom Sink",Standard,"5.5 miles from Anchorage, AK","TV,CD Player,AM/FM Radio,DVD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove)",26.5ft,"Anchorage, AK",Keystone RV Springdale 260SRT,"$2,780",$109,$687,"Year - 2014,Manufacturer - Keystone RV,Make - Springdale,Model - 260SRT,Class - Travel Trailer,Sleeps - 7,Length - 26.5 ft",7,"In Dash Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2014
"Shower,Bathroom Sink,Toilet",Standard,"32.9 miles from Anchorage, AK",TV,"Microwave,Range (Stove),Refrigerator,Kitchen Sink",24.0ft,"Palmer, AK",Forest River Tracer,"$3,000",$140,$875,"Year - 2017,Manufacturer - Prime Time RV,Make - Tracer Air,Model - 206AIR,Class - Travel Trailer,Sleeps - 4,Length - 24.0 ft,Height - 10.0 ft",4,Roof Air Conditioning,Travel Trailer,2017
"Shower,Toilet,Bathroom Sink",Standard,"8.3 miles from Anchorage, AK",AM/FM Radio,"Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",27.0ft,"Anchorage, AK",2020 Dutchmen RV Coleman Lantern Series ...,"$3,035",$119,$750,"Year - 2020,Manufacturer - Dutchmen RV,Make - Coleman Lantern Series,Model - 244BHWE,Class - Travel Trailer,Sleeps - 6,Total Number of Beds - 3,Number of Bunk Beds - 1,Slides - 1,Fresh water tank - 60.0 gal,Length - 27.0 ft,Height - 11.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2020
"Shower,Toilet,Bathroom Sink",Standard,"38.3 miles from Anchorage, AK","TV,AM/FM Radio,DVD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",32.0ft,"Palmer, AK",Anna,"$5,800",$200,"$1,350","Year - 2007,Manufacturer - Coachmen RV,Make - Freelander,Model - 3150SS,Class - Class C Motor Home,Sleeps - 6,Total Number of Beds - 3,Number of Bunk Beds - 1,Slides - 1,Fresh water tank - 100.0 gal,Length - 32.0 ft,Height - 10.0 ft",6,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2007
,Flexible,"1.9 miles from Anchorage, AK",AM/FM Radio,"Range (Stove),Refrigerator",20ft,"Anchorage, AK",2016 4x4 Mercedes-Benz Camper Van,"$7,000",$300,"$2,000","Year - 2016,Manufacturer - Sprinter,Make - 2500,Class - Class B Camping Van,Sleeps - 2,Fresh water tank - 5.0 gal,Length - 20.0 ft",2,In Dash Air Conditioning,Class B Camping Van,2016
"Shower,Toilet,Bathroom Sink",Standard,"0.0 miles from Anchorage, AK","CD Player,TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave,Slide Out",23.0ft,"Anchorage, AK",~ Love the Alaskan Road in Our Family Fr...,,$225,,"Year - 2014,Manufacturer - Chalet,Make - 2014,Model - 26Q,Class - Class C Motor Home,Sleeps - 1,Total Number of Beds - 1,Number of Bunk Beds - 1,Slides - 1,Fresh water tank - 1.0 gal,Length - 23.0 ft,Height - 24.0 ft",1,"In Dash Air Conditioning,Hot & Cold Water Supply,Roof Air Conditioning",Class C Motor Home,2014
"Shower,Toilet,Bathroom Sink",Flexible,"2.3 miles from Anchorage, AK","CD Player,TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave,Slide Out",30ft,"Anchorage, AK","Pet-friendly, everything included",,$250,,"Year - 2011,Manufacturer - Winnebago,Make - Chalet,Class - Class C Motor Home,Sleeps - 7,Fresh water tank - 20.0 gal,Length - 30.0 ft",7,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2011
"Shower,Toilet,Bathroom Sink",Standard,"38.1 miles from Anchorage, AK","TV,DVD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove)",26.0ft,"Palmer, AK","FREE with every rental! camp chairs, and...","$2,970",$110,$693,"Year - 2008,Manufacturer - Jayco,Make - Jay Flight,Model - 22FB,Class - Travel Trailer,Sleeps - 6,Total Number of Beds - 3,Number of Bunk Beds - 1,Length - 26.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2008
,Standard,"38.3 miles from Anchorage, AK","CD Player,iPod Docking Station,TV,DVD Player,AM/FM Radio","Refrigerator,Range (Stove),Kitchen Sink",13.0ft,"Palmer, AK",Emma,"$2,500",$90,$600,"Year - 2015,Manufacturer - Little Guy Worldwide,Make - Little Guy,Model - 6 Wide Platform,Class - Travel Trailer,Sleeps - 2,Total Number of Beds - 1,Fresh water tank - 5.0 gal,Length - 13.0 ft,Height - 5.0 ft",2,In Dash Air Conditioning,Travel Trailer,2015
"Shower,Toilet,Bathroom Sink",Flexible,"7.9 miles from Anchorage, AK","TV,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave,Slide Out",23.0ft,"Anchorage, AK",expandable lightweight trailer,"$2,800",$125,$750,"Year - 2007,Manufacturer - Jayco,Make - Jay Feather,Model - X23E,Class - Travel Trailer,Sleeps - 5,Length - 23.0 ft",5,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2007
"Shower,Bathroom Sink,Toilet",Standard,"16.2 miles from Anchorage, AK","CD Player,TV,AM/FM Radio","Microwave,Refrigerator,Kitchen Sink,Slide Out,Range (Stove)",27.0ft,"Anchorage, AK",My travel trailer is your best choice fo...,"$3,250",$140,$875,"Year - 2015,Manufacturer - Keystone RV,Make - Outback Terrain Ultra Lite,Model - 250TRS,Class - Travel Trailer,Sleeps - 7,Total Number of Beds - 3,Number of Bunk Beds - 1,Slides - 2,Fresh water tank - 42.0 gal,Length - 27.0 ft,Height - 11.0 ft",7,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2015
"Shower,Toilet,Bathroom Sink",Strict,"5.6 miles from Anchorage, AK","TV,DVD Player,AM/FM Radio,CD Player,iPod Docking Station","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",32.0ft,"Anchorage, AK",2011 Holiday Rambler Aluma-Lite 31WBS wi...,"$6,375",$250,"$1,750","Year - 2011,Manufacturer - Holiday Rambler,Make - Aluma Lite C,Model - 31WBS,Class - Class C Motor Home,Sleeps - 6,Total Number of Beds - 2,Slides - 1,Fresh water tank - 50.0 gal,Length - 32.0 ft,Height - 11.5 ft",6,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2011
"Bathroom Sink,Toilet,Shower",Standard,"14.6 miles from Anchorage, AK","DVD Player,AM/FM Radio,CD Player,TV,iPod Docking Station","Range (Stove),Microwave,Kitchen Sink,Refrigerator",24.0ft,"Eagle River, AK",2017 Primetime Tracer air 206,"$3,952",$150,$945,"Year - 2017,Manufacturer - Prime Time RV,Make - Tracer Air,Model - 206AIR,Class - Travel Trailer,Sleeps - 4,Total Number of Beds - 2,Fresh water tank - 40.0 gal,Length - 24.0 ft,Height - 10.0 ft",4,"Hot & Cold Water Supply,Roof Air Conditioning",Travel Trailer,2017
"Bathroom Sink,Shower,Toilet",Standard,"12.8 miles from Sacramento, CA","CD Player,DVD Player,TV,AM/FM Radio","Microwave,Range (Stove),Refrigerator,Kitchen Sink",28.0ft,"Fair Oaks, CA",It’s PRIME TIME to go camping! Pets ok/ ...,,$100,$625,"Year - 2015,Manufacturer - Prime Time RV,Make - Avenger,Model - 25RL,Class - Travel Trailer,Sleeps - 4,Total Number of Beds - 3,Fresh water tank - 48.0 gal,Length - 28.0 ft,Height - 10.0 ft",4,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2015
"Shower,Toilet,Bathroom Sink",Flexible,"94.5 miles from Sacramento, CA","CD Player,DVD Player,AM/FM Radio,iPod Docking Station,TV","Range (Stove),Refrigerator,Kitchen Sink,Microwave",25.0ft,"Incline Village, NV","Tahoooo! Nimble, versatile and spacious ...","$6,800",$295,"$1,700","Year - 2010,Manufacturer - Coachmen RV,Make - Freelander,Model - 23BB,Class - Class C Motor Home,Sleeps - 6,Total Number of Beds - 5,Number of Bunk Beds - 2,Fresh water tank - 50.0 gal,Length - 25.0 ft,Height - 10.5 ft",6,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2010
"Shower,Toilet,Bathroom Sink",Standard,"70.3 miles from Sacramento, CA",AM/FM Radio,"Refrigerator,Kitchen Sink,Microwave,Range (Stove)",18ft,"Modesto, CA",2015 Sand Storm 180 slc,"$3,417",$134,$844,"Year - 2015,Manufacturer - Sand Storm,Make - 180 slc,Class - Toy Hauler,Sleeps - 6,Length - 18.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Toy Hauler,2015
"Shower,Toilet,Bathroom Sink",Strict,"71.5 miles from Sacramento, CA","CD Player,iPod Docking Station,DVD Player,AM/FM Radio","Refrigerator,Microwave,Range (Stove),Kitchen Sink",22.0ft,"San Anselmo, CA",TS Adventurous great condition ,,$600,,"Year - 2013,Manufacturer - Roadtrek,Make - Roadtrek,Model - RS-Adventurous,Class - Class B Camping Van,Sleeps - 4,Total Number of Beds - 3,Slides - 2,Fresh water tank - 20.0 gal,Length - 22.0 ft,Height - 9.0 ft",4,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class B Camping Van,2013
Shower,Standard,"75.4 miles from Sacramento, CA","iPod Docking Station,TV",Kitchen Sink,23.0ft,"San Francisco, CA",Mercedes-Benz Sprinter (perfect toy haul...,"$2,500",$125,$700,"Year - 2010,Manufacturer - Mercedes-Benz,Make - Sprinter,Model - 2500,Class - Class B Camping Van,Sleeps - 2,Length - 23.0 ft",2,,Class B Camping Van,2010
"Shower,Bathroom Sink,Toilet",Strict,"84.9 miles from Sacramento, CA","CD Player,DVD Player,AM/FM Radio,TV","Microwave,Range (Stove),Refrigerator,Kitchen Sink",29ft,"Hamilton City, CA",Wildwood,,$100,,"Year - 2016,Manufacturer - Forest River-California,Make - 26bhxl,Class - Travel Trailer,Sleeps - 7,Fresh water tank - 30.0 gal,Length - 29.0 ft",7,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2016
,Strict,"99.2 miles from Sacramento, CA",,,30ft,"Morgan Hill, CA",Winter Specials Available Now!,,$289,"$1,821","Year - 2018,Manufacturer - Forest River,Make - FR3 29DS (A12928),Class - Class A Motor Home,Sleeps - 6,Fresh water tank - 50.0 gal,Length - 30.0 ft",6,Roof Air Conditioning,Class A Motor Home,2018
,Strict,"99.2 miles from Sacramento, CA",,,32.0ft,"Morgan Hill, CA",Winter Specials Available Now!,,$160,,"Year - 2019,Manufacturer - Winnebago,Make - Minnie Winnie,Model - 27BHSS,Class - Travel Trailer,Sleeps - 7,Length - 32.0 ft",7,,Travel Trailer,2019
"Shower,Bathroom Sink,Toilet",Standard,"67.6 miles from Sacramento, CA","CD Player,AM/FM Radio","Range (Stove),Microwave,Refrigerator,Kitchen Sink",23.0ft,"Petaluma, CA",Cherish,"$3,100",$110,$700,"Year - 2007,Manufacturer - Extreme Warrior,Make - SuperLite,Model - FS2300,Class - Toy Hauler,Sleeps - 7,Number of Bunk Beds - 2,Length - 23.0 ft",7,"Roof Air Conditioning,Hot & Cold Water Supply",Toy Hauler,2007
,Strict,"87.0 miles from Sacramento, CA","CD Player,AM/FM Radio",Range (Stove),17.0ft,"Mountain View, CA",2012 Grand Caravan,"$5,457",$214,"$1,348","Year - 2012,Manufacturer - Jucy,Make - Dodge,Model - Grand Caravan,Class - Class B Camping Van,Sleeps - 2,Length - 17.0 ft",2,"In Dash Air Conditioning,Hot & Cold Water Supply",Class B Camping Van,2012
"Shower,Toilet,Bathroom Sink",Standard,"87.8 miles from Sacramento, CA","TV,iPod Docking Station,CD Player,AM/FM Radio,DVD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove)",24.0ft,"San Jose, CA",2018 Coachmen RV Freelander 21QB Ford 3...,"$6,000",$234,"$1,500","Year - 2018,Manufacturer - Coachmen RV,Make - Freelander,Model - 21QB Ford 350,Class - Class C Motor Home,Sleeps - 6,Number of Bunk Beds - 1,Length - 24.0 ft,Height - 130.0 ft",6,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2018
"Shower,Toilet,Bathroom Sink",Standard,"75.2 miles from Sacramento, CA",AM/FM Radio,"Refrigerator,Microwave,Range (Stove),Kitchen Sink,Slide Out",27ft,"Willows, CA",Nice fifth wheel travel trailer,,$160,"$1,000","Year - 2005,Class - Fifth Wheel,Sleeps - 6,Fresh water tank - 30.0 gal,Length - 27.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Fifth Wheel,2005
"Bathroom Sink,Toilet,Shower",Standard,"84.3 miles from Sacramento, CA","AM/FM Radio,CD Player,TV,DVD Player","Slide Out,Range (Stove),Microwave,Kitchen Sink,Refrigerator",27ft,"Chico, CA",2018 Bullet 212rbswe,,$275,"$1,200","Year - 2018,Manufacturer - Bullet,Make - 212rbswe,Class - Travel Trailer,Sleeps - 4,Length - 27.0 ft",4,"Hot & Cold Water Supply,Roof Air Conditioning",Travel Trailer,2018
Shower,Standard,"76.4 miles from Sacramento, CA",iPod Docking Station,"Refrigerator,Kitchen Sink,Range (Stove)",20ft,"San Francisco, CA",Estevan - a rugged high top conversion v...,"$4,310",$169,"$1,065","Year - 2007,Manufacturer - Ford,Make - E350 xl sd,Class - Class B Camping Van,Sleeps - 2,Fresh water tank - 6.0 gal,Length - 20.0 ft",2,In Dash Air Conditioning,Class B Camping Van,2007
"Shower,Toilet,Bathroom Sink",Standard,"80.5 miles from Sacramento, CA","TV,AM/FM Radio,CD Player","Kitchen Sink,Microwave,Range (Stove),Refrigerator",18ft,"Turlock, CA",2018 Keystone Springdale,"$2,907",$114,$718,"Year - 2018,Manufacturer - Keystone,Make - Springdale,Class - Travel Trailer,Sleeps - 7,Fresh water tank - 60.0 gal,Length - 18.0 ft",7,"Hot & Cold Water Supply,Roof Air Conditioning",Travel Trailer,2018
,Strict,"99.2 miles from Sacramento, CA",,,20.0ft,"Morgan Hill, CA",Winter Specials Available Now!,,$70,,"Year - 2019,Manufacturer - Winnebago Industries Towables,Make - Winnebago,Model - Minnie Drop 170S,Class - Travel Trailer,Sleeps - 4,Length - 20.0 ft",4,,Travel Trailer,2019
,Strict,"99.2 miles from Sacramento, CA",,,24.0ft,"Morgan Hill, CA",Winter Specials Available Now!,,$105,$700,"Year - 2019,Manufacturer - Winnebago,Make - Minnie Winnie,Model - 22M,Class - Travel Trailer,Sleeps - 5,Number of Bunk Beds - 1,Slides - 1,Length - 24.0 ft,Height - 11.0 ft",5,,Travel Trailer,2019
,Strict,"99.2 miles from Sacramento, CA",,,33ft,"Morgan Hill, CA",Winter Specials Available Now!,"$3,060",$120,$805,"Year - 2019,Manufacturer - Coachmen,Make - Catalina SBX 291BHS (T2958),Class - Travel Trailer,Sleeps - 8,Length - 33.0 ft",8,,Travel Trailer,2019
"Shower,Toilet,Bathroom Sink",Strict,"99.2 miles from Sacramento, CA","CD Player,TV,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave,Slide Out",27.0ft,"Morgan Hill, CA",Winter Specials Available Now!,,$120,,"Year - 2019,Manufacturer - Winnebago Industries Towables,Make - Minnie,Model - 2500RL,Class - Travel Trailer,Sleeps - 5,Slides - 1,Length - 27.0 ft,Height - 10.0 ft",5,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2019
,Strict,"99.2 miles from Sacramento, CA",,,25ft,"Morgan Hill, CA",2019 Coachmen Prism 2150CB,,$165,"$1,120","Year - 2019,Manufacturer - Coachmen,Make - Prism 2150CB,Class - Class B Camping Van,Sleeps - 5,Length - 25.0 ft",5,,Class B Camping Van,2019
"Shower,Toilet,Bathroom Sink",Standard,"81.3 miles from Sacramento, CA","AM/FM Radio,CD Player,iPod Docking Station","Refrigerator,Kitchen Sink,Microwave,Range (Stove)",17ft,"Turlock, CA",2013 Jayco X17z,"$2,525",$99,$624,"Year - 2013,Manufacturer - Jayco,Make - X17z,Class - Travel Trailer,Sleeps - 6,Length - 17.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2013
