bathroom,cancellation,distance,entertainment,kitchen,length,location,name,price_monthly,price_nightly,price_weekly,rv_details,sleeps,temperature_control,vehicle_type,year
"Shower,Toilet,Bathroom Sink",Standard,"23.4 miles from Los Angeles, CA","TV,CD Player,DVD Player,AM/FM Radio","Refrigerator,Kitchen Sink,Slide Out,Microwave,Range (Stove)",40ft,"Stanton, CA",1921 Berkshire,,$399,"$2,975","Year - 2013,Class - Class A Motor Home,Sleeps - 8,Length - 40.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2013
"Shower,Bathroom Sink,Toilet",Standard,"34.1 miles from Los Angeles, CA","TV,CD Player,DVD Player,AM/FM Radio","Refrigerator,Kitchen Sink,Slide Out,Microwave,Range (Stove)",31.0ft,"Ontario, CA","Outstanding, New Thor Hurricane",,$411,,"Year - 2018,Manufacturer - Thor Motor Coach,Make - Hurricane,Model - (unit 3155),Class - Class A Motor Home,Sleeps - 5,Length - 31.0 ft",5,"Roof Air Conditioning,Hot & Cold Water Supply,In Dash Air Conditioning",Class A Motor Home,2018
"Shower,Toilet,Bathroom Sink",Standard,"34.8 miles from Los Angeles, CA","AM/FM Radio,CD Player,DVD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",21ft,"Upland, CA",Her name is EVO and she's ready to roll.,"$2,780",$109,$687,"Year - 2016,Manufacturer - Forest River,Make - EVO T2160,Class - Travel Trailer,Sleeps - 4,Length - 21.0 ft",4,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2016
"Shower,Toilet,Bathroom Sink",Standard,"40.0 miles from Los Angeles, CA","TV,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",27ft,"Rancho Cucamonga, CA",2014 Forest River Wildwood T27RLSS,"$2,933",$115,$725,"Year - 2014,Manufacturer - Forest River Wildwood,Make - T27RLSS,Class - Travel Trailer,Sleeps - 5,Fresh water tank - 30.0 gal,Length - 27.0 ft",5,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2014
"Toilet,Shower,Bathroom Sink",Standard,"34.1 miles from Los Angeles, CA",TV,"Range (Stove),Refrigerator,Kitchen Sink,Microwave,Slide Out",30.0ft,"Ontario, CA",Travel Trailer,,$236,,"Year - 2017,Manufacturer - Forest River RV,Make - Wildwood,Model - (Unit 3149),Class - Travel Trailer,Sleeps - 7,Number of Bunk Beds - 2,Slides - 1,Fresh water tank - 56.0 gal,Length - 30.0 ft",7,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2017
"Shower,Toilet,Bathroom Sink",Standard,"34.1 miles from Los Angeles, CA","CD Player,TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave,Slide Out",31.0ft,"Ontario, CA",Amazing Class C Greyhawk,,$261,,"Year - 2017,Manufacturer - Jayco,Make - Greyhawk,Model - (Unit 3171),Class - Class C Motor Home,Sleeps - 6,Slides - 1,Fresh water tank - 39.0 gal,Length - 31.0 ft,Height - 12.5 ft",6,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2017
"Shower,Toilet,Bathroom Sink",Standard,"73.9 miles from Los Angeles, CA","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",27.0ft,"Temecula, CA",The Perfect Hybrid,"$2,499",$99,$594,"Year - 2018,Manufacturer - Starcraft,Make - Launch Outfitter,Model - 239TBS,Class - Travel Trailer,Sleeps - 9,Total Number of Beds - 5,Slides - 4,Fresh water tank - 28.0 gal,Length - 27.0 ft,Height - 10.0 ft",9,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2018
"Shower,Toilet,Bathroom Sink",Standard,"62.5 miles from Los Angeles, CA","TV,DVD Player,AM/FM Radio,CD Player,iPod Docking Station","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",28.0ft,"Moreno Valley, CA",2016 Forest River Evo Ready for that fam...,"$3,080",$110,$770,"Year - 2016,Manufacturer - Forest River RV,Make - EVO ATS,Model - 240BH,Class - Travel Trailer,Sleeps - 6,Total Number of Beds - 3,Number of Bunk Beds - 2,Slides - 1,Fresh water tank - 40.0 gal,Length - 28.0 ft,Height - 10.0 ft",6,"Hot & Cold Water Supply,Roof Air Conditioning",Travel Trailer,2016
"Shower,Toilet,Bathroom Sink",Standard,"36.1 miles from Los Angeles, CA",AM/FM Radio,"Refrigerator,Kitchen Sink,Microwave,Range (Stove)",25ft,"Palmdale, CA",2017 Wildwood by Forest River X-lite T25...,"$3,672",$144,$907,"Year - 2017,Manufacturer - Wildwood by Forest River,Make - X-lite T251SSXL,Class - Travel Trailer,Sleeps - 6,Length - 25.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2017
"Shower,Toilet,Bathroom Sink",Standard,"41.7 miles from Los Angeles, CA","TV,DVD Player,AM/FM Radio,iPod Docking Station","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",33.0ft,"Quartz Hill, CA",2018 Forest River 282qbxl,"$3,035",$139,$834,"Year - 2018,Manufacturer - Forest River RV,Make - Salem Cruise Lite,Model - 282QBXL,Class - Travel Trailer,Sleeps - 9,Total Number of Beds - 6,Number of Bunk Beds - 3,Slides - 1,Fresh water tank - 56.0 gal,Length - 33.0 ft,Height - 10.0 ft",9,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2018
"Shower,Bathroom Sink,Toilet",Standard,"34.1 miles from Los Angeles, CA","TV,DVD Player,AM/FM Radio","Refrigerator,Kitchen Sink,Slide Out,Microwave,Range (Stove)",29.0ft,"Ontario, CA",2016 Thor Motor Coach ACE (Unit 3199),"$8,256",$324,"$2,040","Year - 2016,Manufacturer - Thor Motor Coach,Make - ACE,Model - (unit 3199),Class - Class A Motor Home,Sleeps - 8,Length - 29.0 ft",8,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2016
"Shower,Toilet,Bathroom Sink",Standard,"34.1 miles from Los Angeles, CA","TV,DVD Player,AM/FM Radio","Refrigerator,Kitchen Sink,Slide Out,Microwave,Range (Stove)",28.0ft,"Ontario, CA",Travel Trailer - 3 Day Minimum,,$161,,"Year - 2016,Manufacturer - Keystone RV,Make - Springdale,Model - (Unit 3181),Class - Travel Trailer,Sleeps - 7,Total Number of Beds - 5,Number of Bunk Beds - 2,Slides - 1,Fresh water tank - 60.0 gal,Length - 28.0 ft,Height - 12.5 ft",7,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2016
"Shower,Toilet,Bathroom Sink",Strict,"40.1 miles from Los Angeles, CA","TV,AM/FM Radio,DVD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",26.0ft,"Norco, CA",2017 Mercedes Benz Thor Citation Sprinte...,"$4,650",$155,"$1,085","Year - 2017,Manufacturer - Thor Motor Coach,Make - Citation Sprinter,Model - 24SV,Class - Class C Motor Home,Sleeps - 5,Slides - 1,Length - 26.0 ft,Height - 130.0 ft",5,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2017
"Shower,Toilet,Bathroom Sink",Standard,"33.9 miles from Los Angeles, CA","DVD Player,AM/FM Radio,CD Player,TV","Refrigerator,Microwave,Kitchen Sink,Range (Stove),Slide Out",31.0ft,"Santa Clarita, CA",Fleetwood Storm 32BH w/ Bunkhouse!,,$220,,"Year - 2014,Manufacturer - Fleetwood RV,Make - Storm,Model - 32BH,Class - Class A Motor Home,Sleeps - 8,Total Number of Beds - 6,Number of Bunk Beds - 2,Slides - 2,Length - 31.0 ft,Height - 12.0 ft",8,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2014
"Shower,Bathroom Sink,Toilet",Strict,"28.4 miles from Los Angeles, CA","CD Player,TV,DVD Player,AM/FM Radio","Microwave,Range (Stove),Refrigerator,Kitchen Sink",21.83ft,"Chino Hills, CA",like new 22' 3600lb bunk house 4 beds sl...,"$2,500",$99,$650,"Year - 2017,Manufacturer - forest river,Make - wildwood,Model - 172bh,Class - Travel Trailer,Sleeps - 6,Total Number of Beds - 4,Number of Bunk Beds - 1,Fresh water tank - 34.0 gal,Length - 21.8 ft,Height - 10.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2017
"Shower,Bathroom Sink,Toilet",Standard,"25.2 miles from Los Angeles, CA","iPod Docking Station,TV","Kitchen Sink,Microwave,Range (Stove),Refrigerator,Slide Out",32.0ft,"Placentia, CA",2020 Forest River RV Wildwood X-Lite 263...,"$3,825",$150,$945,"Year - 2020,Manufacturer - Forest River RV,Make - Wildwood X-Lite,Model - 263BHXL,Class - Travel Trailer,Sleeps - 8,Total Number of Beds - 4,Number of Bunk Beds - 2,Slides - 1,Fresh water tank - 50.0 gal,Length - 32.0 ft,Height - 12.0 ft",8,,Travel Trailer,2020
"Shower,Toilet,Bathroom Sink",Standard,"12.3 miles from Los Angeles, CA","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Range (Stove),Microwave,Slide Out",28ft,"Bellflower, CA",2016 Forest River Shockwave,"$3,672",$144,$907,"Year - 2016,Manufacturer - Forest River,Make - Shockwave,Class - Toy Hauler,Sleeps - 7,Length - 28.0 ft",7,"Roof Air Conditioning,Hot & Cold Water Supply",Toy Hauler,2016
"Shower,Toilet,Bathroom Sink",Strict,"6.1 miles from Los Angeles, CA","TV,CD Player,iPod Docking Station,AM/FM Radio,DVD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",37ft,"Los Angeles, CA",2008 Forest River GEORGETOWN 370XL TS,"$5,700",$190,"$1,330","Year - 2008,Manufacturer - Forest River,Make - GEORGETOWN 370XL TS,Class - Class A Motor Home,Sleeps - 4,Length - 37.0 ft",4,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2008
"Shower,Bathroom Sink,Toilet",Flexible,"30.3 miles from Los Angeles, CA","AM/FM Radio,CD Player,DVD Player,TV","Range (Stove),Microwave,Kitchen Sink,Refrigerator",24.0ft,"Chino, CA",2018 winnebago Winnebago Minnie Winnie,"$3,700",$149,$966,"Year - 2018,Manufacturer - Winnebago,Make - Minnie Winnie,Model - 22R,Class - Class C Motor Home,Sleeps - 6,Total Number of Beds - 3,Number of Bunk Beds - 1,Slides - 1,Fresh water tank - 45.0 gal,Length - 24.0 ft,Height - 11.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2018
"Shower,Toilet,Bathroom Sink",Strict,"9.8 miles from Los Angeles, CA","AM/FM Radio,CD Player,iPod Docking Station","Refrigerator,Microwave,Range (Stove),Kitchen Sink",23.0ft,"Rosemead, CA",Fully Equipped 25 Feet 2013 Thor Motor H...,,$99,"$2,999","Year - 2013,Manufacturer - Thor Motor Coach,Make - Four Winds,Model - 22E,Class - Class C Motor Home,Sleeps - 5,Total Number of Beds - 3,Number of Bunk Beds - 1,Fresh water tank - 40.0 gal,Length - 23.0 ft,Height - 10.0 ft",5,"Roof Air Conditioning,Hot & Cold Water Supply,In Dash Air Conditioning",Class C Motor Home,2013
"Shower,Toilet,Bathroom Sink",Strict,"13.3 miles from Los Angeles, CA","TV,DVD Player,AM/FM Radio,iPod Docking Station,CD Player","Refrigerator,Kitchen Sink,Microwave,Slide Out",27.0ft,"Bellflower, CA",2016 Fleetwood Flair--Your home away fro...,"$6,000",$249,"$1,600","Year - 2016,Manufacturer - Fleetwood RV,Make - Flair,Model - 26D,Class - Class A Motor Home,Sleeps - 4,Slides - 1,Fresh water tank - 50.0 gal,Length - 27.0 ft,Height - 12.0 ft",4,"In Dash Air Conditioning,Hot & Cold Water Supply,Roof Air Conditioning",Class A Motor Home,2016
"Shower,Toilet,Bathroom Sink",Standard,"53.7 miles from Los Angeles, CA","CD Player,iPod Docking Station,TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave,Slide Out",21.0ft,"Riverside, CA",Travel Trailer,"$1,999",$99,$530,"Year - 2016,Manufacturer - Lance,Make - 2185,Model - 2185,Class - Travel Trailer,Sleeps - 7,Total Number of Beds - 4,Number of Bunk Beds - 2,Slides - 1,Fresh water tank - 50.0 gal,Length - 21.0 ft,Height - 6.5 ft",7,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2016
"Shower,Bathroom Sink,Toilet",Standard,"16.6 miles from Los Angeles, CA","CD Player,TV,DVD Player,AM/FM Radio","Microwave,Range (Stove),Refrigerator,Kitchen Sink",29.0ft,"Lakewood, CA",2021 Pacific Coachworks Pacifica XL 26 b...,"$3,315",$120,$819,"Year - 2021,Manufacturer - Pacific Coachworks,Make - Pacifica XL,Model - 26 db,Class - Travel Trailer,Sleeps - 8,Total Number of Beds - 5,Number of Bunk Beds - 2,Fresh water tank - 39.0 gal,Length - 29.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2021
"Bathroom Sink,Toilet,Shower",Standard,"46.5 miles from Los Angeles, CA","AM/FM Radio,TV","Refrigerator,Range (Stove),Microwave,Kitchen Sink",29.0ft,"Camarillo, CA",~*Magnolia Manor*~,"$2,500",$120,$700,"Year - 2020,Manufacturer - Highland Ridge,Make - Open Range OT26BH,Model - OT26BH,Class - Travel Trailer,Sleeps - 10,Total Number of Beds - 5,Number of Bunk Beds - 2,Fresh water tank - 48.0 gal,Length - 29.0 ft,Height - 10.5 ft",10,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2020
"Shower,Toilet,Bathroom Sink",Flexible,"10.6 miles from Los Angeles, CA","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",35.0ft,"Burbank, CA",2010 Open Road by Tiffin 35 QBA,"$4,500",$185,"$1,386","Year - 2010,Manufacturer - Tiffin Motorhomes,Make - Allegro,Model - 35 QBA,Class - Class A Motor Home,Sleeps - 8,Total Number of Beds - 5,Number of Bunk Beds - 2,Slides - 4,Fresh water tank - 90.0 gal,Length - 35.0 ft,Height - 13.0 ft",8,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2010
"Shower,Bathroom Sink,Toilet",Standard,"4.5 miles from Los Angeles, CA","CD Player,iPod Docking Station,TV,DVD Player","Microwave,Range (Stove),Slide Out,Refrigerator,Kitchen Sink",19.0ft,"Los Angeles, CA",Great Times with my RV!,,$165,$945,"Year - 2017,Manufacturer - Airstream RV,Make - International Serenity,Model - 19,Class - Travel Trailer,Sleeps - 3,Number of Bunk Beds - 2,Length - 19.0 ft,Height - 9.0 ft",3,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2017
Shower,Strict,"11.6 miles from Los Angeles, CA","AM/FM Radio,CD Player","Refrigerator,Kitchen Sink",17.0ft,"Glendale, CA",2018 Ram Promaster,,$199,,"Year - 2018,Manufacturer - RAM,Make - PROMASTER,Model - 1500,Class - Class B Camping Van,Sleeps - 2,Fresh water tank - 28.0 gal,Length - 17.0 ft,Height - 9.5 ft",2,In Dash Air Conditioning,Class B Camping Van,2018
"Shower,Toilet,Bathroom Sink",Standard,"9.5 miles from Los Angeles, CA","TV,AM/FM Radio","Refrigerator,Kitchen Sink,Microwave,Range (Stove)",27.0ft,"Pasadena, CA",2019 Winnebago Outlook 25J,"$5,100",$200,"$1,260","Year - 2019,Manufacturer - Winnebago,Make - Outlook,Model - 25J,Class - Class C Motor Home,Sleeps - 7,Total Number of Beds - 4,Number of Bunk Beds - 1,Fresh water tank - 40.0 gal,Length - 27.0 ft,Height - 11.0 ft",7,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2019
"Shower,Toilet,Bathroom Sink",Standard,"16.2 miles from Los Angeles, CA","TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave",19.0ft,"Monrovia, CA","Meet Burt , Rent Burt , Burt comes with ...","$3,200",$150,$800,"Year - 2018,Manufacturer - Trek Manufacturing,Make - Roadtrek,Model - Class b,Class - Class B Camping Van,Sleeps - 3,Total Number of Beds - 1,Fresh water tank - 30.0 gal,Length - 19.0 ft,Height - 8.0 ft",3,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class B Camping Van,2018
"Shower,Toilet,Bathroom Sink",Standard,"15.0 miles from Los Angeles, CA","CD Player,TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave,Slide Out",29.0ft,"Carson, CA",Tun's family,"$2,500",$135,$780,"Year - 2018,Manufacturer - Keystone RV,Make - Passport,Model - 2920BH Grand Touring,Class - Travel Trailer,Sleeps - 8,Number of Bunk Beds - 4,Slides - 1,Length - 29.0 ft,Height - 10.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2018
"Shower,Toilet",Standard,"17.2 miles from Los Angeles, CA","CD Player,TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink",20.0ft,"Long Beach, CA",Meet Alohilani- Sprinter with Solar and ...,"$5,712",$199,"$1,411","Year - 2015,Manufacturer - Dodge,Make - Promaster,Model - 2500,Class - Class B Camping Van,Sleeps - 2,Total Number of Beds - 1,Number of Bunk Beds - 1,Fresh water tank - 20.0 gal,Length - 20.0 ft,Height - 8.3 ft",2,"In Dash Air Conditioning,Hot & Cold Water Supply",Class B Camping Van,2015
"Shower,Toilet,Bathroom Sink",Standard,"14.0 miles from Los Angeles, CA","TV,AM/FM Radio,iPod Docking Station","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",24.0ft,"Lakewood, CA",2018 Thor Motor Coach Vegas 24.1,"$7,115",$279,"$1,758","Year - 2018,Manufacturer - Thor Motor Coach,Make - Vegas,Model - 24.1,Class - Class A Motor Home,Sleeps - 6,Total Number of Beds - 3,Slides - 1,Length - 24.0 ft,Height - 135.0 ft",6,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2018
"Shower,Toilet,Bathroom Sink",Flexible,"16.3 miles from Los Angeles, CA","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove)",25.0ft,"Lakewood, CA",2019 Keystone Passport 239ML,"$1,999",$129,$849,"Year - 2019,Manufacturer - Keystone RV,Make - Passport,Model - 239MLWE Express,Class - Travel Trailer,Sleeps - 7,Total Number of Beds - 3,Number of Bunk Beds - 2,Fresh water tank - 43.0 gal,Length - 25.0 ft,Height - 10.0 ft",7,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2019
"Shower,Toilet,Bathroom Sink",Strict,"10.8 miles from Los Angeles, CA","CD Player,iPod Docking Station,TV,DVD Player,AM/FM Radio","Refrigerator,Microwave,Range (Stove),Kitchen Sink,Slide Out",25.0ft,"Altadena, CA",2018 Mercedes Benz Thor Compass 24tf.,,$280,,"Year - 2018,Manufacturer - Thor Motor Coach,Make - Compass,Model - 24TF,Class - Class C Motor Home,Sleeps - 4,Total Number of Beds - 2,Slides - 1,Fresh water tank - 38.0 gal,Length - 25.0 ft,Height - 11.0 ft",4,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2018
"Shower,Bathroom Sink,Toilet",Standard,"12.4 miles from Los Angeles, CA","iPod Docking Station,TV,DVD Player,AM/FM Radio","Microwave,Range (Stove),Slide Out,Refrigerator,Kitchen Sink",29.0ft,"Pasadena, CA",**20%** Off Special- The Crazy Cruiser,,$199,"$1,200","Year - 2019,Manufacturer - Thor Motor Coach,Make - Chateau,Model - Ford,Class - Class C Motor Home,Sleeps - 7,Total Number of Beds - 7,Number of Bunk Beds - 1,Slides - 1,Fresh water tank - 30.0 gal,Length - 29.0 ft,Height - 12.0 ft",7,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2019
"Shower,Toilet,Bathroom Sink",Standard,"12.9 miles from Los Angeles, CA","TV,DVD Player,AM/FM Radio,CD Player,iPod Docking Station","Refrigerator,Kitchen Sink,Microwave,Range (Stove)",23.0ft,"El Segundo, CA",2019 Airstream International Signature 2...,"$6,000",$250,"$1,500","Year - 2019,Manufacturer - Airstream RV,Make - International Signature,Model - 23CB,Class - Travel Trailer,Sleeps - 6,Length - 23.0 ft,Height - 9.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2019
"Shower,Toilet,Bathroom Sink",Standard,"11.2 miles from Los Angeles, CA","TV,DVD Player,AM/FM Radio,CD Player,iPod Docking Station","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",31.0ft,"Hawthorne, CA",2017 A.C.E. Thor,"$5,500",$220,"$1,500","Year - 2017,Manufacturer - Thor Motor Coach,Make - ACE,Model - 30.2,Class - Class A Motor Home,Sleeps - 8,Total Number of Beds - 6,Number of Bunk Beds - 3,Slides - 1,Fresh water tank - 80.0 gal,Length - 31.0 ft,Height - 12.0 ft",8,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2017
"Bathroom Sink,Toilet,Shower",Standard,"19.3 miles from Los Angeles, CA","DVD Player,AM/FM Radio,CD Player,TV","Slide Out,Range (Stove),Microwave,Kitchen Sink,Refrigerator",32.0ft,"West Covina, CA",2013 Keystone Springdale,"$2,500",$100,$650,"Year - 2013,Manufacturer - Keystone RV,Make - Springdale,Model - 294BHSSRWE,Class - Travel Trailer,Sleeps - 9,Total Number of Beds - 6,Number of Bunk Beds - 3,Slides - 1,Fresh water tank - 100.0 gal,Length - 32.0 ft,Height - 10.0 ft",9,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2013
"Shower,Toilet",Standard,"9.1 miles from Los Angeles, CA","TV,DVD Player,AM/FM Radio,iPod Docking Station","Refrigerator,Kitchen Sink,Microwave,Range (Stove)",14.0ft,"Montebello, CA",2018 Rockwood GeoPro 14ftk,"$2,907",$114,$718,"Year - 2018,Manufacturer - Forest River RV,Make - Rockwood Geo Pro,Model - 14FK,Class - Travel Trailer,Sleeps - 2,Length - 14.0 ft,Height - 9.0 ft",2,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2018
"Shower,Toilet,Bathroom Sink",Standard,"15.6 miles from Los Angeles, CA","CD Player,iPod Docking Station,TV,DVD Player,AM/FM Radio","Refrigerator,Microwave,Range (Stove),Kitchen Sink,Slide Out",27ft,"Los Angeles, CA",2017 Thor Freedom Elite,"$5,000",$299,"$1,800","Year - 2017,Manufacturer - Thor Motor Coach,Make - Freedom Elite,Model - 26HE,Class - Class C Motor Home,Sleeps - 6,Total Number of Beds - 4,Number of Bunk Beds - 1,Slides - 1,Length - 27.0 ft,Height - 10.0 ft",6,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2017
"Shower,Bathroom Sink,Toilet",Standard,"11.4 miles from Los Angeles, CA","CD Player,iPod Docking Station","Microwave,Range (Stove),Slide Out,Refrigerator,Kitchen Sink",27.0ft,"Altadena, CA",15% OFF SPECIAL** 2018 Coachmen Leprecha...,"$4,650",$175,"$1,155","Year - 2018,Manufacturer - Coachmen RV,Make - Leprechaun,Model - 260DS Ford 450,Class - Class C Motor Home,Sleeps - 7,Total Number of Beds - 4,Slides - 1,Fresh water tank - 50.0 gal,Length - 27.0 ft,Height - 11.0 ft",7,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2018
"Shower,Bathroom Sink,Toilet",Standard,"5.3 miles from Los Angeles, CA","TV,AM/FM Radio","Microwave,Range (Stove),Slide Out,Refrigerator,Kitchen Sink",35.0ft,"Monterey Park, CA",2016 Thor Hurracane,"$7,370",$289,"$1,821","Year - 2016,Manufacturer - Thor Motor Coach,Make - Hurricane,Model - 34J,Class - Class A Motor Home,Sleeps - 9,Total Number of Beds - 5,Number of Bunk Beds - 2,Slides - 1,Fresh water tank - 80.0 gal,Length - 35.0 ft,Height - 12.0 ft",9,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2016
"Shower,Toilet,Bathroom Sink",Standard,"12.4 miles from Los Angeles, CA","TV,DVD Player,AM/FM Radio,CD Player,iPod Docking Station","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",26.0ft,"La Cañada Flintridge, CA",2017 Cherokee Grey Wolf,"$3,500",$125,$800,"Year - 2017,Manufacturer - Forest River RV,Make - Cherokee Grey Wolf,Model - 23DBH,Class - Travel Trailer,Sleeps - 8,Total Number of Beds - 4,Number of Bunk Beds - 1,Slides - 1,Fresh water tank - 45.0 gal,Length - 26.0 ft,Height - 10.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2017
"Toilet,Shower,Bathroom Sink",Standard,"10.5 miles from Los Angeles, CA","TV,AM/FM Radio","Refrigerator,Kitchen Sink,Microwave,Range (Stove)",24.0ft,"Gardena, CA",Summertime Fun in the 2014 Majestic 23,"$4,800",$165,"$1,100","Year - 2014,Manufacturer - Thor Motor Coach,Make - Four Winds,Model - 23U,Class - Class C Motor Home,Sleeps - 6,Total Number of Beds - 3,Number of Bunk Beds - 1,Fresh water tank - 40.0 gal,Length - 24.0 ft,Height - 10.0 ft",6,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2014
"Shower,Bathroom Sink,Toilet",Strict,"17.4 miles from Los Angeles, CA","CD Player,TV,DVD Player,AM/FM Radio","Microwave,Range (Stove),Slide Out,Refrigerator,Kitchen Sink",25.0ft,"Signal Hill, CA",2018 Mercedes Sprinter Siesta,"$5,355",$199,"$1,373","Year - 2018,Manufacturer - Thor Motor Coach,Make - Quantum Sprinter,Model - RT24,Class - Class C Motor Home,Sleeps - 5,Total Number of Beds - 3,Slides - 1,Fresh water tank - 37.0 gal,Length - 25.0 ft,Height - 11.0 ft",5,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2018
"Shower,Toilet",Standard,"10.1 miles from Los Angeles, CA","TV,AM/FM Radio","Refrigerator,Kitchen Sink,Microwave,Range (Stove)",18.0ft,"Pico Rivera, CA",2020 Forest River Evo,"$3,000",$125,$700,"Year - 2020,Manufacturer - Forest River RV,Make - EVO,Model - T1850,Class - Travel Trailer,Sleeps - 5,Total Number of Beds - 3,Number of Bunk Beds - 1,Fresh water tank - 40.0 gal,Length - 18.0 ft",5,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2020
"Shower,Toilet,Bathroom Sink",Strict,"9.5 miles from Los Angeles, CA","TV,AM/FM Radio,DVD Player","Refrigerator,Microwave,Kitchen Sink,Range (Stove)",25.0ft,"Pasadena, CA",Thorina 2020 Thor Motor Coach Four wind ...,"$4,500",$180,"$1,200","Year - 2020,Manufacturer - Thor Motor Coach,Make - Four Winds,Model - 22E,Class - Class C Motor Home,Sleeps - 6,Total Number of Beds - 3,Fresh water tank - 45.0 gal,Length - 25.0 ft,Height - 10.0 ft",6,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2020
